baryon_density,pressurec2,energy_densityc2
6.69048771152622,1.1236019714159985e-13,7.75762126553246
7.911501883089412,1.1236019475463936e-12,7.817295635759562
7.961680189549807,1.1236019475463935e-11,7.857078290656912
8.21257384608163,1.1236020092095396e-10,8.105719630150793
11.691627347020315,1.346106455596052e-09,11.53697608654582
16.558956977725124,1.557471780889604e-08,16.310897120862208
45.49531615737781,1.8912286344642442e-07,44.85496701772423
212.4229843099,6.47463040142407e-06,210.8481743909045
1159.1270249039164,0.000211365363087,1143.7519101204043
10529.155193679911,0.0108399831667472,10383.278517673914
26444.15110833727,0.0552680809501826,26077.5431250706
66436.54548555908,0.270442611278688,65512.11791804905
166860.76126842786,1.2804650541295215,164501.36184252548
419159.07582330506,5.858396570033943,413341.9990109872
1052748.2003064756,25.78712920128644,1038327.7682237742
2644415.2613697,108.52316034627816,2607754.3920724094
6643654.381293715,435.0832347612719,6552206.657044684
8363109.568321342,585.0638948450149,8247943.010781746
16686075.60832999,1596.419099073078,16460080.918056862
33285176.11436781,4264.10597733402,32840598.03806067
66436542.307577424,11191.661733400537,65532012.83588413
132538566.25185376,28969.743184381357,130785548.73846784
264441516.10123843,74270.27238038476,260974336.66811445
332851761.14367807,97208.96505050184,328604905.6893526
527712198.5285088,181224.0062062492,520854641.823005
836310960.177378,336979.1567432373,825589946.6174133
1052748248.8125114,459350.6425127657,1039322354.9848288
1325385590.5957952,560239.5216899446,1308849976.6781795
1668607555.815133,763170.9636892378,1647997285.219133
2644415244.643481,1415069.7700814495,2611732679.442616
4191590708.054392,2621081.4488872574,4141376266.480223
6643653996.5906725,4852690.571267287,6565136105.916356
8363109401.05915,6298790.919184064,8266839801.197708
10527482103.422071,8568392.197617227,10403169437.350168
13253855905.957949,11658909.905207796,13108391541.78556
16686076310.831202,15852799.998605894,16499864845.999804
21008131361.672,21560220.20390188,20786447577.088676
26444151275.59946,27845883.01942771,26167053944.431767
33285177285.20316,37869128.72809076,32950000393.72956
41915906411.49516,51484749.771258816,41493329605.68661
52771221859.99719,66182457.18171866,52254542340.3728
66436539965.90673,89988408.78070177,65810492553.9718
83631094010.59149,122373490.02068426,82867314966.36125
105274827222.92184,166315448.82918897,104330068014.8576
132538565248.28064,226164508.16281623,131481740375.52213
166860763108.31198,288921687.58763784,165495926723.10892
184824717550.98425,321722483.05957246,183398124808.44333
210081306926.2323,366000600.0993804,208461219870.9845
264441519446.48236,497621579.6377496,262565647637.9294
332851766161.5439,647025416.7957953,330693492137.49115
430198372156.61536,868296634.079132,427564309226.2101
446590046937.4123,877745031.2762474,443576825882.9877
522861603312.8884,929144294.84244,519959567444.667
660852940452.7112,1012130876.8754244,657408702872.1775
796000750072.123,1093685433.7901795,792073057031.8811
972127865399.684,1204818286.084032,967514617045.5808
1194753883587.0798,1354997873.4656546,1189501948333.8523
1469565615472.3325,1556357931.6369345,1463007883256.1482
6690487711526.219,10337358450.297552,6705887328666.753
13380975406326.217,20780393648.552708,13423626353762.48
20071463084400.0,37168691285.06965,20148832547133.367
26761950779200.0,57331035023.12813,26880291463066.14
33452438474000.0,80478501203.13504,33617219502215.49
50282817391714.16,145988157401.97757,50586888306018.53
68226029500264.4,249768384513.51767,68706933839758.44
85646272852613.11,383473419601.7238,86329210826779.42
102783338415884.98,545626516398.1716,103694650101454.08
119770481559210.86,735663366673.7776,120937286203353.84
136682554928114.52,954845589285.6316,138132615528394.88
153564657449728.0,1206552775915.3943,155326539412177.78
170444098705831.8,1496229737864.1018,172547481173206.84
187335233100422.0,1831170232300.5488,189811266699953.9
204242608892702.6,2220238239127.282,207124279125416.4
221164230493697.84,2673576463159.5435,224486725112101.6
238094744253560.84,3202323569139.1094,241895829265696.7
255027924678679.2,3818348281337.256,259348323975025.75
271958185981138.56,4534003317530.273,276841950817492.9
288881243514251.8,5361900944090.4,294376096282214.6
305794219059417.9,6314712245858.992,311951859199197.2
322695464684739.25,7404992642109.321,329571829734107.0
339584289796856.25,8645036103569.251,347239769179207.06
356460690033787.4,10046759753273.096,364960292515139.25
373325118942658.56,11621619181622.822,382738596790355.8
390178312007052.4,13380553155242.62,400580246065809.2
407021158551508.8,15333954782053.596,418491009004559.6
423854612443362.1,17491664899393.947,436476740156480.5
440679632265035.0,19862982660743.08,454543295457576.3
457497143009932.4,22456688066787.63,472696473654036.8
474308013081052.94,25281071465112.77,490941976967117.2
491113041934188.7,28343965703700.805,509285385812559.7
507912954963738.6,31652777511566.684,527732143623781.3
524708403183510.06,35214515647254.38,546287548796784.0
537041735710494.7,38021243490813.414,560000000000000.0
540596456458768.56,38021243490813.414,563958348822429.9
544151177207042.44,38021243490813.414,567916697644859.8
547705897955316.2,38021243490813.414,571875046467289.5
551260618703590.06,38021243490813.414,575833395289719.4
554815339451863.94,38021243490813.414,579791744112149.2
558370060200137.8,38021243490813.414,583750092934579.1
561924780948411.7,38021243490813.414,587708441757009.0
565479501696685.4,38021243490813.414,591666790579438.8
569034222444959.2,38021243490813.414,595625139401868.6
572588943193233.1,38021243490813.414,599583488224298.5
576143663941507.0,38021243490813.414,603541837046728.4
579698384689780.9,38021243490813.414,607500185869158.2
583253105438054.6,38021243490813.414,611458534691588.0
586807826186328.5,38021243490813.414,615416883514017.9
590362546934602.4,38021243490813.414,619375232336447.8
593917267682876.2,38021243490813.414,623333581158877.6
597471988431150.1,38021243490813.414,627291929981307.5
601026709179423.9,38021243490813.414,631250278803737.2
604581429927697.8,38021243490813.414,635208627626167.1
608136150675971.6,38021243490813.414,639166976448597.0
